"Company","Item","Calories","Total.Fat..g.","Saturated.Fat..g.","Carbs..g.","Fiber..g.","Sugars..g.","Protein..g.","Salt.g","Category"
"Burger King","Smoothie: Strawberry Banana 16 fl oz",310,1,0,71,3,50,4,0.1375,"Sweet_Drinks"
"Burger King","Oreo® Shake",720,20,12,118,1,98,16,1.35,"Shakes"
"Burger King","Chocolate Oreo® Shake",740,22,13,121,1,101,17,1.7,"Shakes"
"Burger King","Vanilla Milk Shake",580,15,10,98,0,85,14,1.05,"Milk"
"Burger King","HERSHEY®’S Chocolate Milk Shake",610,16,10,103,1,88,14,1.25,"Milk"
"Burger King","Strawberry Milk Shake",640,15,10,113,0,99,14,1.1,"Milk"
"Burger King","Coca Cola 16 fl oz",210,0,0,58,0,58,0,0.125,"Sweet_Drinks"
"Burger King","Coca Cola 20 fl oz",270,0,0,73,0,73,0,0.15,"Sweet_Drinks"
"Burger King","Coca Cola 29 fl oz",290,0,0,105,0,105,0,0.2125,"Sweet_Drinks"
"Burger King","Coca Cola 38 fl oz",510,0,0,138,0,138,0,0.2875,"Sweet_Drinks"
"Burger King","Diet Coke®‡ 16 fl oz",0,0,0,0,0,0,0,0.175,"Sweet_Drinks"
"Burger King","Diet Coke®‡ 20 fl oz",0,0,0,0,0,0,0,0.2125,"Sweet_Drinks"
"Burger King","Diet Coke®‡ 29 fl oz",0,0,0,0,0,0,0,0.3,"Sweet_Drinks"
"Burger King","Diet Coke®‡ 38 fl oz",0,0,0,0,0,0,0,0.4,"Sweet_Drinks"
"Burger King","Sprite®‡ 16 fl oz",210,0,0,56,0,56,0,0.2375,"Sweet_Drinks"
"Burger King","Sprite®‡ 20 fl oz",260,0,0,70,0,70,0,0.3,"Sweet_Drinks"
"Burger King","Sprite®‡ 29 fl oz",380,0,0,102,0,102,0,0.425,"Sweet_Drinks"
"Burger King","Sprite®‡ 38 fl oz",500,0,0,133,0,133,0,0.575,"Sweet_Drinks"
"Burger King","Dr. Pepper®‡ 16 fl oz",190,0,0,52,0,51,0,0.15,"Sweet_Drinks"
"Burger King","Dr. Pepper®‡ 20 fl oz",240,0,0,65,0,64,0,0.1875,"Sweet_Drinks"
"Burger King","Dr. Pepper®‡ 29 fl oz",350,0,0,94,0,93,0,0.2625,"Sweet_Drinks"
"Burger King","Dr. Pepper®‡ 38 fl oz",450,0,0,124,0,121,0,0.35,"Sweet_Drinks"
"Burger King","Barq’s® Root Beer‡ 16 fl oz",240,0,0,65,0,65,0,0.25,"Sweet_Drinks"
"Burger King","Barq’s® Root Beer‡ 20 fl oz",300,0,0,81,0,81,0,0.3,"Sweet_Drinks"
"Burger King","Barq’s® Root Beer‡ 29 fl oz",350,0,0,118,0,118,0,0.45,"Sweet_Drinks"
"Burger King","Barq’s® Root Beer‡ 38 fl oz",450,0,0,155,0,155,0,0.575,"Sweet_Drinks"
"Burger King","Cherry Coke®‡ 16 fl oz",220,0,0,61,0,61,0,0.1375,"Sweet_Drinks"
"Burger King","Cherry Coke®‡ 20 fl oz",280,0,0,76,0,76,0,0.175,"Sweet_Drinks"
"Burger King","Cherry Coke®‡ 29 fl oz",410,0,0,110,0,110,0,0.25,"Sweet_Drinks"
"Burger King","Cherry Coke®‡ 38 fl oz",450,0,0,145,0,145,0,0.325,"Sweet_Drinks"
"Burger King","Fanta® Orange‡ 16 fl oz",230,0,0,62,0,61,0,0.15,"Sweet_Drinks"
"Burger King","Fanta® Orange‡ 20 fl oz",280,0,0,78,0,77,0,0.175,"Sweet_Drinks"
"Burger King","Fanta® Orange‡ 29 fl oz",410,0,0,113,0,111,0,0.2625,"Sweet_Drinks"
"Burger King","Fanta® Orange‡ 38 fl oz",530,0,0,148,0,146,0,0.3375,"Sweet_Drinks"
"Burger King","Hi-C® Fruit Punch‡ 16 fl oz",220,0,0,62,0,60,0,0.1875,"Juice"
"Burger King","Hi-C® Fruit Punch‡ 20 fl oz",280,0,0,77,0,75,0,0.2375,"Juice"
"Burger King","Hi-C® Fruit Punch‡ 29 fl oz",410,0,0,111,0,109,0,0.3375,"Juice"
"Burger King","Hi-C® Fruit Punch‡ 38 fl oz",450,0,0,146,0,143,0,0.45,"Juice"
"Burger King","MINUTE MAID® Light Lemonade 16 fl oz",10,0,0,3,0,0,0,0.15,"Sweet_Drinks"
"Burger King","MINUTE MAID® Light Lemonade 20 fl oz",10,0,0,4,0,0,0,0.175,"Sweet_Drinks"
"Burger King","MINUTE MAID® Light Lemonade 29 fl oz",15,0,0,5,0,0,0,0.2625,"Sweet_Drinks"
"Burger King","MINUTE MAID® Light Lemonade 38 fl oz",20,0,0,7,0,0,0,0.3375,"Sweet_Drinks"
"Burger King","Sweet Tea 20 fl oz",120,0,0,35,0,35,0,0,"Tea"
"Burger King","Sweet Tea 29 fl oz",160,0,0,49,0,49,0,0,"Tea"
"Burger King","Sweet Tea 40 fl oz",240,0,0,71,0,71,0,0,"Tea"
"Burger King","Unsweetened Tea 20 fl oz",0,0,0,0,0,0,0,0,"Tea"
"Burger King","Unsweetened Tea 29 fl oz",0,0,0,0,0,0,0,0,"Tea"
"Burger King","Unsweetened Tea 40 fl oz",0,0,0,0,0,0,0,0,"Tea"
"Burger King","Capri Sun® 100% Apple Juice",80,0,0,20,0,20,0,0.0625,"Juice"
"Burger King","Minute Maid® Orange Juice",140,0,0,33,0,30,2,0.05,"Juice"
"Burger King","Frozen Coke® – 16 oz",130,0,0,35,0,35,0,0.125,"Sweet_Drinks"
"Burger King","BK® Café Coffee- 12 fl oz",0,0,0,0,0,0,0,0,"Coffee_drinks"
"Burger King","BK® Café Coffee- 16 fl oz",0,0,0,0,0,0,0,0,"Coffee_drinks"
"Burger King","BK® Café Coffee- 20 fl oz",0,0,0,0,0,0,0,0,"Coffee_drinks"
"Burger King","BK® Café Decaf Coffee- 12 fl oz",0,0,0,0,0,0,0,0,"Coffee_drinks"
"Burger King","BK® Café Decaf Coffee- 16 fl oz",0,0,0,0,0,0,0,0,"Coffee_drinks"
"Burger King","BK® Café Decaf Coffee- 20 fl oz",0,0,0,0,0,0,0,0,"Coffee_drinks"
"Burger King","BK® Café Iced Vanilla Coffee- 12 fl oz",150,8,4,21,0,21,1,0.075,"Coffee_drinks"
"Burger King","BK® Café Iced Vanilla Coffee- 16 fl oz",200,10,5,27,0,27,2,0.1,"Coffee_drinks"
"Burger King","BK® Café Iced Vanilla Coffee- 20 fl oz",260,13,7,34,0,34,2,0.125,"Coffee_drinks"
"Burger King","BK® Café Iced Mocha Coffee- 12 fl oz",180,8,4,27,1,25,2,0.1,"Coffee_drinks"
"Burger King","BK® Café Iced Mocha Coffee- 16 fl oz",240,10,6,35,1,32,2,0.1375,"Coffee_drinks"
"Burger King","BK® Café Iced Mocha Coffee- 20 fl oz",300,13,7,45,2,41,3,0.175,"Coffee_drinks"
"Burger King","BK® Café Mocha Frappe- 12 fl oz",300,8,5,50,1,41,7,0.5,"Coffee_drinks"
"Burger King","BK® Café Mocha Frappe- 16 fl oz",400,10,7,68,1,58,9,0.675,"Coffee_drinks"
"Burger King","BK® Café Mocha Frappe- 20 fl oz",510,13,8,87,1,71,12,0.875,"Coffee_drinks"
"Burger King","BK® Café Caramel Frappe- 12 fl oz",300,8,5,50,0,41,7,0.525,"Coffee_drinks"
"Burger King","BK® Café Caramel Frappe- 16 fl oz",400,10,7,68,0,56,9,0.7,"Coffee_drinks"
"Burger King","BK® Café Caramel Frappe- 20 fl oz",500,12,8,86,0,71,11,0.875,"Coffee_drinks"
"Wendy’s","Crispy Chicken Sandwich",330,16,3,33,2,4,14,1.5,"Sandwiches"
"Wendy’s","Taco Salad, Half Size",470,23,8,49,7,12,19,3.3,"Salads"
"Wendy’s","Baconator",950,62,24,40,2,8,59,4.075,"Burgers"
"Wendy’s","Dave’s Double",810,51,20,41,3,8,49,3.2,"Burgers"
"Wendy’s","Dave’s Single",570,34,13,40,3,9,30,2.775,"Burgers"
"Wendy’s","Dave’s Triple",1090,72,30,43,3,9,71,4.125,"Burgers"
"Wendy’s","Double Stack",390,21,9,26,1,6,25,1.85,"Burgers"
"Wendy’s","Jr. Bacon Cheeseburger",380,22,8,25,1,5,19,1.7,"Burgers"
"Wendy’s","Jr. Cheeseburger",280,13,6,26,1,6,16,1.65,"Burgers"
"Wendy’s","Jr. Cheeseburger Deluxe",340,19,7,27,2,7,16,1.65,"Burgers"
"Wendy’s","Son of Baconator",630,39,15,37,2,7,34,3.2,"Burgers"
"Wendy’s","3 Piece Chicken Tenders",330,16,2.5,22,0,0,24,2.525,"Chicken"
"Wendy’s","4 Piece Chicken Nuggets",170,11,2,10,0,0,9,0.85,"Desserts"
"Wendy’s","4 Piece Chicken Tenders",430,21,3.5,29,0,1,32,3.375,"Chicken"
"Wendy’s","6 Picece Chicken Nuggets",250,16,3.5,14,1,0,13,1.275,"Sides"
"Wendy’s","6 Piece Chicken Tenders",650,32,5,43,0,1,48,5.05,"Chicken"
"Wendy’s","10 Piece Chicken Nuggets",420,27,5,24,1,0,22,2.125,"Desserts"
"Wendy’s","Crispy Chicken BLT",420,23,6,35,2,5,20,2.375,"Burgers"
"Wendy’s","Grilled Asiago Ranch Club",530,23,7,36,3,6,43,3.05,"Sandwiches"
"Wendy’s","Grilled Chicken Sandwich",370,10,2,38,3,8,34,2.075,"Sandwiches"
"Wendy’s","Grilled Chicken Wrap",270,10,3.5,24,2,3,20,1.6,"Wraps"
"Wendy’s","Homestyle Asiago Ranch Chicken Club",660,34,9,52,3,7,38,4.125,"Sandwiches"
"Wendy’s","Homestyle Chicken Sandwich",510,22,4,51,3,6,28,2.875,"Sandwiches"
"Wendy’s","S’Awesome Sauce",120,12,2,4,1,3,1,0.425,"Condiments"
"Wendy’s","Spicy Asiago Ranch Club",670,32,9,55,4,6,38,3.825,"Sandwiches"
"Wendy’s","Spicy Chicken Sandwich",510,20,3.5,54,4,6,29,2.575,"Sandwiches"
"Wendy’s","Spicy Chicken Wrap",370,20,5,30,2,2,18,2.125,"Wraps"
"Wendy’s","Apple Pecan Chicken Salad, Full Size",560,24,7,52,7,40,38,2.55,"Salads"
"Wendy’s","Apple Pecan Chicken Salad, Half Size",340,17,4,29,4,22,20,1.375,"Salads"
"Wendy’s","Berry Burst Chicken Salad, Full Size",460,17,4.5,41,7,29,41,2.725,"Salads"
"Wendy’s","Berry Burst Chicken Salad, Half Size",290,13,2.5,23,5,15,23,1.425,"Salads"
"Wendy’s","Caesar Side Salad",240,15,4,19,3,4,8,1.25,"Salads"
"Wendy’s","Garden Side Salad",250,18,4,18,2,4,7,1.15,"Salads"
"Wendy’s","Southwest Avocado Chicken Salad, Full Size",600,41,11,18,7,7,42,3.05,"Salads"
"Wendy’s","Southwest Avocado Chicken Salad, Half Size",300,20,6,10,4,4,21,1.55,"Salads"
"Wendy’s","Spicy Caesar Chicken Salad, Full Size",720,42,12,44,8,6,42,4.2,"Salads"
"Wendy’s","Spicy Caesar Chicken Salad, Half Size",410,23,6,30,5,4,23,2.325,"Salads"
"Wendy’s","Taco Salad, Full Size",660,32,13,63,10,18,32,4.55,"Salads"
"Wendy’s","Apple Bites",35,0,0,9,2,7,0,0,"Sides"
"Wendy’s","Baconator Fries",490,28,9,45,4,2,14,1.375,"Burgers"
"Wendy’s","Bacon Cheese Baked Potato",440,14,6,64,7,4,17,1.375,"Sides"
"Wendy’s","Cheese Baked Potato",430,13,7,65,7,5,14,1.4,"Sides"
"Wendy’s","Chili & Cheese Baked Potato",460,11,5,71,8,7,19,1.775,"Sides"
"Wendy’s","Chili, Large",250,7,3,23,5,9,23,2.925,"Sides"
"Wendy’s","Chili, Small",170,5,2,16,4,6,15,1.95,"Sides"
"Wendy’s","Chili Cheese Fries",500,25,8,53,6,4,16,1.775,"Sides"
"Wendy’s","Natural-Cut Fries, Junior",230,10,2,30,3,0,3,0.0375,"Sides"
"Wendy’s","Natural-Cut Fries, Large",530,24,4.5,70,6,0,7,1.3,"Sides"
"Wendy’s","Natural-Cut Fries, Medium",420,19,3.5,56,5,0,6,1.05,"Sides"
"Wendy’s","Natural-Cut Fries, Small",320,15,2.5,43,4,0,5,0.8,"Sides"
"Wendy’s","Plain Baked Potato",270,0,0,61,7,3,7,0.0625,"Sides"
"Wendy’s","Sour Cream and Chive Baked Potato",310,2.5,2.5,63,7,4,8,0.0875,"Sides"
"Wendy’s","Summer Berry Burst Fruit Cup",20,0,0,5,1,3,0,0,"Juice"
"Wendy’s","1% Chocolate Milk",150,2.5,1.5,26,0,23,7,0.425,"Milk"
"Wendy’s","1% White Milk",90,2,1.5,10,0,10,7,0.2625,"Milk"
"Wendy’s","All-Natural Lemonade, Large",380,0,0,100,0,93,0,0,"Sweet_Drinks"
"Wendy’s","All-Natural Lemonade, Medium",330,0,0,86,0,81,0,0,"Sweet_Drinks"
"Wendy’s","All-Natural Lemonade, Small",190,0,0,50,0,47,0,0,"Sweet_Drinks"
"Wendy’s","Apple Kiwi Fruit Tea, Large",330,0,0,83,0,80,0,0.15,"Tea"
"Wendy’s","Apple Kiwi Fruit Tea, Medium",300,0,0,76,0,73,0,0.125,"Tea"
"Wendy’s","Apple Kiwi Fruit Tea, Small",170,0,0,44,0,42,0,0.075,"Tea"
"Wendy’s","Barq’s Root Beer, Large",450,0,0,122,0,122,0,0.45,"Sweet_Drinks"
"Wendy’s","Barq’s Root Beer, Medium",360,0,0,98,0,98,0,0.375,"Sweet_Drinks"
"Wendy’s","Barq’s Root Beer, Small",220,0,0,61,0,61,0,0.225,"Sweet_Drinks"
"Wendy’s","Brewed Unsweetened Iced Tea, Large",5,0,0,2,0,0,0,0.0625,"Tea"
"Wendy’s","Brewed Unsweetened Iced Tea, Medium",0,0,0,1,0,0,0,0.0375,"Tea"
"Wendy’s","Brewed Unsweetened Iced Tea, Small",0,0,0,1,0,0,0,0.025,"Tea"
"Wendy’s","Caramel Iced Coffee, Medium",240,8,5,40,0,36,3,0.1125,"Coffee_drinks"
"Wendy’s","Caramel Iced Coffee, Small",160,6,3.5,26,0,24,2,0.075,"Coffee_drinks"
"Wendy’s","Coca-Cola, Large",400,0,0,109,0,109,0,0.225,"Sweet_Drinks"
"Wendy’s","Coca-Cola, Medium",320,0,0,87,0,87,0,0.175,"Sweet_Drinks"
"Wendy’s","Coca-Cola, Small",200,0,0,54,0,54,0,0.1125,"Sweet_Drinks"
"Wendy’s","Coca-Cola Zero Sugar, Large",0,0,0,1,0,0,0,0.25,"Sweet_Drinks"
"Wendy’s","Coca-Cola Zero Sugar, Medium",0,0,0,1,0,0,0,0.2,"Sweet_Drinks"
"Wendy’s","Coca-Cola Zero Sugar, Small",0,0,0,0,0,0,0,0.125,"Sweet_Drinks"
"Wendy’s","Diet Coke, Large",0,0,0,1,0,0,0,0.3125,"Sweet_Drinks"
"Wendy’s","Diet Coke, Medium",0,0,0,1,0,0,0,0.25,"Sweet_Drinks"
"Wendy’s","Diet Coke, Small",0,0,0,0,0,0,0,0.1125,"Sweet_Drinks"
"Wendy’s","Dr Pepper, Large",240,0,0,66,0,64,0,0.175,"Sweet_Drinks"
"Wendy’s","Dr Pepper, Medium",190,0,0,53,0,51,0,0.1375,"Sweet_Drinks"
"Wendy’s","Dr Pepper, Small",120,0,0,33,0,32,0,0.0875,"Sweet_Drinks"
"Wendy’s","Fanta Orange, Large",430,0,0,117,0,115,0,0.275,"Sweet_Drinks"
"Wendy’s","Fanta Orange, Medium",340,0,0,94,0,92,0,0.2125,"Sweet_Drinks"
"Wendy’s","Fanta Orange, Small",210,0,0,59,0,58,0,0.1375,"Sweet_Drinks"
"Wendy’s","Hi-C Flashin’ Fruit Punch, Large",420,0,0,115,0,113,0,0.35,"Juice"
"Wendy’s","Hi-C Flashin’ Fruit Punch, Medium",340,0,0,92,0,90,0,0.2875,"Juice"
"Wendy’s","Hi-C Flashin’ Fruit Punch, Small",210,0,0,58,0,56,0,0.175,"Juice"
"Wendy’s","Honest Tropical Green Tea, Large",110,0,0,29,0,29,0,0.1375,"Tea"
"Wendy’s","Honest Tropical Green Tea, Medium",90,0,0,22,0,22,0,0.1,"Tea"
"Wendy’s","Honest Tropical Green Tea, Small",60,0,0,14,0,14,0,0.0625,"Tea"
"Wendy’s","Hot Tea",0,0,0,1,0,0,0,0,"Tea"
"Wendy’s","Limeade, Large",460,0,0,117,0,111,0,0.1375,"Sweet_Drinks"
"Wendy’s","Limeade, Medium",380,0,0,98,0,93,0,0.1125,"Sweet_Drinks"
"Wendy’s","Limeade, Small",230,0,0,59,0,56,0,0.075,"Sweet_Drinks"
"Wendy’s","Minute Maid Light Lemonade, Large",15,0,0,2,0,0,0,0.025,"Sweet_Drinks"
"Wendy’s","Minute Maid Light Lemonade, Medium",10,0,0,1,0,0,0,0.025,"Sweet_Drinks"
"Wendy’s","Minute Maid Light Lemonade, Small",5,0,0,1,0,0,0,0.0125,"Sweet_Drinks"
"Wendy’s","Mocha Iced Coffee, Medium",210,8,5,32,0,28,3,0.1,"Coffee_drinks"
"Wendy’s","Mocha Iced Coffee, Small",170,6,3.5,28,0,25,2,0.075,"Coffee_drinks"
"Wendy’s","Pear Berry Fruit Tea, Large",320,0,0,82,0,76,0,0.15,"Tea"
"Wendy’s","Pear Berry Fruit Tea, Medium",300,0,0,76,0,70,0,0.125,"Tea"
"Wendy’s","Pear Berry Fruit Tea, Small",170,0,0,44,0,40,0,0.075,"Tea"
"Wendy’s","Skinny Vanilla Iced Coffee, Medium",100,8,5,14,0,0,3,0.1125,"Coffee_drinks"
"Wendy’s","Skinny Vanilla Iced Coffee, Small",70,5,3.5,6,0,0,2,0.075,"Coffee_drinks"
"Wendy’s","Small Sprite, Small",200,0,0,53,0,53,0,0.225,"Sweet_Drinks"
"Wendy’s","Sprite, Large",390,0,0,105,0,105,0,0.45,"Sweet_Drinks"
"Wendy’s","Sprite, Medium",310,0,0,84,0,84,0,0.35,"Sweet_Drinks"
"Wendy’s","Strawberry Lemonade, Large",480,0,0,121,0,114,0,0.1375,"Sweet_Drinks"
"Wendy’s","Strawberry Lemonade, Medium",380,0,0,98,0,92,0,0.1125,"Sweet_Drinks"
"Wendy’s","Strawberry Lemonade, Small",230,0,0,58,0,54,0,0.075,"Sweet_Drinks"
"Wendy’s","Strawberry Sweet Tea, Large",270,0,0,69,0,67,0,0.0375,"Tea"
"Wendy’s","Strawberry Sweet Tea, Medium",240,0,0,60,0,59,0,0.0375,"Tea"
"Wendy’s","Strawberry Sweet Tea, Small",140,0,0,36,0,35,0,0.025,"Tea"
"Wendy’s","Strawberry Tea, Large",90,0,0,22,0,20,0,0.05,"Tea"
"Wendy’s","Strawberry Tea, Medium",60,0,0,16,0,14,0,0.0375,"Tea"
"Wendy’s","Strawberry Tea, Small",45,0,0,11,0,10,0,0.025,"Tea"
"Wendy’s","Sweetened Iced Tea, Large",300,0,0,77,0,75,0,0.0625,"Tea"
"Wendy’s","Sweetened Iced Tea, Medium",220,0,0,58,0,56,0,0.05,"Tea"
"Wendy’s","Sweetened Iced Tea, Small",160,0,0,41,0,40,0,0.025,"Tea"
"Wendy’s","Vanilla Iced Coffee, Medium",250,8,5,42,0,39,3,0.1,"Coffee_drinks"
"Wendy’s","Vanilla Iced Coffee, Small",170,6,3.5,28,0,26,2,0.075,"Coffee_drinks"
"Wendy’s","Classic Chocolate Frosty, Junior",200,5,3,33,0,27,6,0.225,"Desserts"
"Wendy’s","Classic Chocolate Frosty, Large",590,15,10,99,0,81,17,0.65,"Desserts"
"Wendy’s","Classic Chocolate Frosty, Medium",470,12,8,79,0,65,13,0.525,"Desserts"
"Wendy’s","Classic Chocolate Frosty, Small",350,9,6,58,0,47,10,0.375,"Desserts"
"Wendy’s","Vanilla Frosty, Junior",190,5,3.5,32,0,27,5,0.225,"Desserts"
"Wendy’s","Vanilla Frosty, Large",570,15,10,94,0,78,15,0.65,"Desserts"
"Wendy’s","Vanilla Frosty, Medium",450,12,8,75,0,63,12,0.525,"Desserts"
"Wendy’s","Vanilla Frosty, Small",340,9,6,56,0,47,9,0.4,"Desserts"
"Wendy’s","Chocolate Chunk Cookie",310,16,8,40,2,24,3,0.525,"Desserts"
"Wendy’s","Double Chocolate Chunk Cookie",290,14,7,39,4,21,4,0.575,"Desserts"
"Wendy’s","Sugar Cookie",330,16,8,43,1,24,3,0.75,"Desserts"
"Wendy’s","Kids 2 Piece Chicken Tenders",200,10,1.5,13,0,0,15,1.55,"Chicken"
"Wendy’s","Kids 4 Piece Chicken Nuggets",170,11,2,10,0,0,9,0.85,"Desserts"
"Wendy’s","Kids Cheeseburger",280,13,6,25,1,5,15,1.35,"Burgers"
"Wendy’s","Kids Grilled Chicken Wrap",270,10,3.5,24,2,3,20,1.6,"Wraps"
"Wendy’s","Kids Hamburger",240,9,3.5,24,1,5,13,0.875,"Burgers"
"Wendy’s","Artisan Egg Sandwich with Bacon",320,17,8,25,1,4,18,1.875,"Sandwiches"
"Wendy’s","Artisan Egg Sandwich with Sausage",480,33,13,27,1,4,21,2.45,"Sandwiches"
"Wendy’s","Bacon Breakfast Bowl",510,28,9,44,4,2,19,3.475,"Breakfast"
"Wendy’s","Biggie Breakfast Sandwich",610,40,15,37,2,7,27,3.5,"Breakfast"
"Wendy’s","Fresh-Baked Biscuit with Applewood Smoked Bacon",410,24,13,34,1,5,15,2.425,"Breakfast"
"Wendy’s","Fresh Baked Biscuit with Natural Sausage",590,41,19,36,1,6,20,3.175,"Breakfast"
"Wendy’s","Gravy and Sausage Bowl",450,22,6,50,4,2,12,3.15,"Sides"
"Wendy’s","Honey Butter Chicken Biscuit",500,26,12,48,1,9,19,2.8,"Breakfast"
"Wendy’s","Sausage and Egg Burrito",360,20,8,29,1,2,17,2.3,"Burrito"
"Wendy’s","Sausage and Gravy Biscuit",490,29,14,49,2,6,8,3.5,"Breakfast"
"Wendy’s","Sausage Biscuit",480,33,15,35,1,5,12,2.525,"Breakfast"
"Wendy’s","Sausage Breakfast Bowl",640,42,14,46,4,3,21,3.85,"Breakfast"
"Wendy’s","Seasoned Home-Style Potatoes, Large",360,13,2.5,57,6,1,5,2.7,"Sides"
"Wendy’s","Seasoned Home-Style Potatoes, Medium",250,9,1.5,39,4,1,4,1.875,"Sides"
"Wendy’s","Seasoned Home-Style Potatoes, Small",230,8,1.5,35,4,0,3,1.7,"Sides"
"Wendy’s","Two Sausage and Egg Burritos",720,41,16,59,2,5,34,4.575,"Burrito"
"Wendy’s","Two Sausage Biscuits",960,65,31,70,3,10,23,5.05,"Breakfast"
"KFC","Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast",390,21,4,11,2,0,39,2.975,"Chicken"
"KFC","Limited Time Cinnabon Dessert  Biscuits",290,13,7,40,2,17,4,1.45,"Breakfast"
"KFC","Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick",130,8,1.5,4,1,0,12,1.075,"Chicken"
"KFC","Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh",280,19,4.5,8,1,0,19,2.275,"Chicken"
"KFC","Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing",130,8,2,3,0,0,10,0.95,"Chicken"
"KFC","Chicken Breast",770,60,10,21,1,1,35,3.825,"Chicken"
"KFC","Chicken Drumstick",250,21,3.5,6,1,0,11,1.325,"Chicken"
"KFC","Chicken Thigh",500,40,7,11,1,1,22,2.425,"Chicken"
"KFC","Chicken Whole Wing",290,25,4,6,1,1,10,1.3,"Chicken"
"KFC","Breast",260,12,3,1,0,0,38,1.975,"Chicken"
"KFC","Drumstick",100,6,1.5,0,0,0,11,0.65,"Chicken"
"KFC","Thigh",180,12,3.5,0,0,0,17,1.175,"Chicken"
"KFC","Whole Wing",90,6,1.5,1,0,0,9,0.525,"Chicken"
"KFC","Breast",540,40,7,14,2,1,31,3.475,"Chicken"
"KFC","Drumstick",190,14,2.5,6,1,0,9,1.275,"Chicken"
"KFC","Thigh",390,32,6,12,2,1,13,2.25,"Chicken"
"KFC","Whole Wing",180,15,2.5,5,1,0,8,1.125,"Chicken"
"KFC","EXTRA CRISPY  Chicken Breast",530,35,6,18,0,0,35,2.875,"Chicken"
"KFC","EXTRA CRISPY  Chicken Drumstick",170,12,2,5,0,0,10,0.975,"Chicken"
