"Company","Item","Energy..kcal.day.","Fat..g.day.","Saturated.fat..g.day.","Salt..g.day.","Carbohydrate..g.day.","Fibre..g.day..","Free.sugars..g.day.","Protein..g.day."
"Wendy’s","Natural-Cut Fries, Large",530,24,4.5,1.3,70,6,0,7
"Wendy’s","Natural-Cut Fries, Medium",420,19,3.5,1.05,56,5,0,6
"Wendy’s","Natural-Cut Fries, Small",320,15,2.5,0.8,43,4,0,5
"Wendy’s","Plain Baked Potato",270,0,0,0.0625,61,7,3,7
"Wendy’s","Sour Cream and Chive Baked Potato",310,2.5,2.5,0.0875,63,7,4,8
"Wendy’s","Summer Berry Burst Fruit Cup",20,0,0,0,5,1,3,0
"Wendy’s","1% Chocolate Milk",150,2.5,1.5,0.425,26,0,23,7
"Wendy’s","1% White Milk",90,2,1.5,0.2625,10,0,10,7
"Wendy’s","All-Natural Lemonade, Large",380,0,0,0,100,0,93,0
"Wendy’s","All-Natural Lemonade, Medium",330,0,0,0,86,0,81,0
"Wendy’s","All-Natural Lemonade, Small",190,0,0,0,50,0,47,0
"Wendy’s","Apple Kiwi Fruit Tea, Large",330,0,0,0.15,83,0,80,0
"Wendy’s","Apple Kiwi Fruit Tea, Medium",300,0,0,0.125,76,0,73,0
"Wendy’s","Apple Kiwi Fruit Tea, Small",170,0,0,0.075,44,0,42,0
"Wendy’s","Barq’s Root Beer, Large",450,0,0,0.45,122,0,122,0
"Wendy’s","Barq’s Root Beer, Medium",360,0,0,0.375,98,0,98,0
"Wendy’s","Barq’s Root Beer, Small",220,0,0,0.225,61,0,61,0
"Wendy’s","Brewed Unsweetened Iced Tea, Large",5,0,0,0.0625,2,0,0,0
"Wendy’s","Brewed Unsweetened Iced Tea, Medium",0,0,0,0.0375,1,0,0,0
"Wendy’s","Brewed Unsweetened Iced Tea, Small",0,0,0,0.025,1,0,0,0
"Wendy’s","Caramel Iced Coffee, Medium",240,8,5,0.1125,40,0,36,3
"Wendy’s","Caramel Iced Coffee, Small",160,6,3.5,0.075,26,0,24,2
"Wendy’s","Coca-Cola, Large",400,0,0,0.225,109,0,109,0
"Wendy’s","Coca-Cola, Medium",320,0,0,0.175,87,0,87,0
"Wendy’s","Coca-Cola, Small",200,0,0,0.1125,54,0,54,0
"Wendy’s","Coca-Cola Zero Sugar, Large",0,0,0,0.25,1,0,0,0
"Wendy’s","Coca-Cola Zero Sugar, Medium",0,0,0,0.2,1,0,0,0
"Wendy’s","Coca-Cola Zero Sugar, Small",0,0,0,0.125,0,0,0,0
"Wendy’s","Diet Coke, Large",0,0,0,0.3125,1,0,0,0
"Wendy’s","Diet Coke, Medium",0,0,0,0.25,1,0,0,0
"Wendy’s","Diet Coke, Small",0,0,0,0.1125,0,0,0,0
"Wendy’s","Dr Pepper, Large",240,0,0,0.175,66,0,64,0
"Wendy’s","Dr Pepper, Medium",190,0,0,0.1375,53,0,51,0
"Wendy’s","Dr Pepper, Small",120,0,0,0.0875,33,0,32,0
"Wendy’s","Fanta Orange, Large",430,0,0,0.275,117,0,115,0
"Wendy’s","Fanta Orange, Medium",340,0,0,0.2125,94,0,92,0
"Wendy’s","Fanta Orange, Small",210,0,0,0.1375,59,0,58,0
"Wendy’s","Hi-C Flashin’ Fruit Punch, Large",420,0,0,0.35,115,0,113,0
"Wendy’s","Hi-C Flashin’ Fruit Punch, Medium",340,0,0,0.2875,92,0,90,0
"Wendy’s","Hi-C Flashin’ Fruit Punch, Small",210,0,0,0.175,58,0,56,0
"Wendy’s","Honest Tropical Green Tea, Large",110,0,0,0.1375,29,0,29,0
"Wendy’s","Honest Tropical Green Tea, Medium",90,0,0,0.1,22,0,22,0
"Wendy’s","Honest Tropical Green Tea, Small",60,0,0,0.0625,14,0,14,0
"Wendy’s","Hot Tea",0,0,0,0,1,0,0,0
"Wendy’s","Limeade, Large",460,0,0,0.1375,117,0,111,0
"Wendy’s","Limeade, Medium",380,0,0,0.1125,98,0,93,0
"Wendy’s","Limeade, Small",230,0,0,0.075,59,0,56,0
"Wendy’s","Minute Maid Light Lemonade, Large",15,0,0,0.025,2,0,0,0
"Wendy’s","Minute Maid Light Lemonade, Medium",10,0,0,0.025,1,0,0,0
"Wendy’s","Minute Maid Light Lemonade, Small",5,0,0,0.0125,1,0,0,0
"Wendy’s","Mocha Iced Coffee, Medium",210,8,5,0.1,32,0,28,3
"Wendy’s","Mocha Iced Coffee, Small",170,6,3.5,0.075,28,0,25,2
"Wendy’s","Pear Berry Fruit Tea, Large",320,0,0,0.15,82,0,76,0
"Wendy’s","Pear Berry Fruit Tea, Medium",300,0,0,0.125,76,0,70,0
"Wendy’s","Pear Berry Fruit Tea, Small",170,0,0,0.075,44,0,40,0
"Wendy’s","Skinny Vanilla Iced Coffee, Medium",100,8,5,0.1125,14,0,0,3
"Wendy’s","Skinny Vanilla Iced Coffee, Small",70,5,3.5,0.075,6,0,0,2
"Wendy’s","Small Sprite, Small",200,0,0,0.225,53,0,53,0
"Wendy’s","Sprite, Large",390,0,0,0.45,105,0,105,0
"Wendy’s","Sprite, Medium",310,0,0,0.35,84,0,84,0
"Wendy’s","Strawberry Lemonade, Large",480,0,0,0.1375,121,0,114,0
"Wendy’s","Strawberry Lemonade, Medium",380,0,0,0.1125,98,0,92,0
"Wendy’s","Strawberry Lemonade, Small",230,0,0,0.075,58,0,54,0
"Wendy’s","Strawberry Sweet Tea, Large",270,0,0,0.0375,69,0,67,0
"Wendy’s","Strawberry Sweet Tea, Medium",240,0,0,0.0375,60,0,59,0
"Wendy’s","Strawberry Sweet Tea, Small",140,0,0,0.025,36,0,35,0
"Wendy’s","Strawberry Tea, Large",90,0,0,0.05,22,0,20,0
"Wendy’s","Strawberry Tea, Medium",60,0,0,0.0375,16,0,14,0
"Wendy’s","Strawberry Tea, Small",45,0,0,0.025,11,0,10,0
"Wendy’s","Sweetened Iced Tea, Large",300,0,0,0.0625,77,0,75,0
"Wendy’s","Sweetened Iced Tea, Medium",220,0,0,0.05,58,0,56,0
"Wendy’s","Sweetened Iced Tea, Small",160,0,0,0.025,41,0,40,0
"Wendy’s","Vanilla Iced Coffee, Medium",250,8,5,0.1,42,0,39,3
"Wendy’s","Vanilla Iced Coffee, Small",170,6,3.5,0.075,28,0,26,2
"Wendy’s","Classic Chocolate Frosty, Junior",200,5,3,0.225,33,0,27,6
"Wendy’s","Classic Chocolate Frosty, Large",590,15,10,0.65,99,0,81,17
"Wendy’s","Classic Chocolate Frosty, Medium",470,12,8,0.525,79,0,65,13
"Wendy’s","Classic Chocolate Frosty, Small",350,9,6,0.375,58,0,47,10
"Wendy’s","Vanilla Frosty, Junior",190,5,3.5,0.225,32,0,27,5
"Wendy’s","Vanilla Frosty, Large",570,15,10,0.65,94,0,78,15
"Wendy’s","Vanilla Frosty, Medium",450,12,8,0.525,75,0,63,12
"Wendy’s","Vanilla Frosty, Small",340,9,6,0.4,56,0,47,9
"Wendy’s","Chocolate Chunk Cookie",310,16,8,0.525,40,2,24,3
"Wendy’s","Double Chocolate Chunk Cookie",290,14,7,0.575,39,4,21,4
"Wendy’s","Sugar Cookie",330,16,8,0.75,43,1,24,3
"Wendy’s","Kids 2 Piece Chicken Tenders",200,10,1.5,1.55,13,0,0,15
"Wendy’s","Kids 4 Piece Chicken Nuggets",170,11,2,0.85,10,0,0,9
"Wendy’s","Kids Cheeseburger",280,13,6,1.35,25,1,5,15
"Wendy’s","Kids Grilled Chicken Wrap",270,10,3.5,1.6,24,2,3,20
"Wendy’s","Kids Hamburger",240,9,3.5,0.875,24,1,5,13
"Wendy’s","Artisan Egg Sandwich with Bacon",320,17,8,1.875,25,1,4,18
"Wendy’s","Artisan Egg Sandwich with Sausage",480,33,13,2.45,27,1,4,21
"Wendy’s","Bacon Breakfast Bowl",510,28,9,3.475,44,4,2,19
"Wendy’s","Biggie Breakfast Sandwich",610,40,15,3.5,37,2,7,27
"Wendy’s","Fresh-Baked Biscuit with Applewood Smoked Bacon",410,24,13,2.425,34,1,5,15
"Wendy’s","Fresh Baked Biscuit with Natural Sausage",590,41,19,3.175,36,1,6,20
"Wendy’s","Gravy and Sausage Bowl",450,22,6,3.15,50,4,2,12
"Wendy’s","Honey Butter Chicken Biscuit",500,26,12,2.8,48,1,9,19
"Wendy’s","Sausage and Egg Burrito",360,20,8,2.3,29,1,2,17
"Wendy’s","Sausage and Gravy Biscuit",490,29,14,3.5,49,2,6,8
"Wendy’s","Sausage Biscuit",480,33,15,2.525,35,1,5,12
"Wendy’s","Sausage Breakfast Bowl",640,42,14,3.85,46,4,3,21
"Wendy’s","Seasoned Home-Style Potatoes, Large",360,13,2.5,2.7,57,6,1,5
"Wendy’s","Seasoned Home-Style Potatoes, Medium",250,9,1.5,1.875,39,4,1,4
"Wendy’s","Seasoned Home-Style Potatoes, Small",230,8,1.5,1.7,35,4,0,3
"Wendy’s","Two Sausage and Egg Burritos",720,41,16,4.575,59,2,5,34
"Wendy’s","Two Sausage Biscuits",960,65,31,5.05,70,3,10,23
"KFC","Limited Time Cinnabon Dessert  Biscuits",290,13,7,1.45,40,2,17,4
"KFC","Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast",390,21,4,2.975,11,2,0,39
"KFC","Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick",130,8,1.5,1.075,4,1,0,12
"KFC","Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh",280,19,4.5,2.275,8,1,0,19
"KFC","Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing",130,8,2,0.95,3,0,0,10
"KFC","Chicken Breast",770,60,10,3.825,21,1,1,35
"KFC","Chicken Drumstick",250,21,3.5,1.325,6,1,0,11
"KFC","Chicken Thigh",500,40,7,2.425,11,1,1,22
"KFC","Chicken Whole Wing",290,25,4,1.3,6,1,1,10
"KFC","Breast",260,12,3,1.975,1,0,0,38
"KFC","Drumstick",100,6,1.5,0.65,0,0,0,11
"KFC","Thigh",180,12,3.5,1.175,0,0,0,17
"KFC","Whole Wing",90,6,1.5,0.525,1,0,0,9
"KFC","Breast",540,40,7,3.475,14,2,1,31
"KFC","Drumstick",190,14,2.5,1.275,6,1,0,9
"KFC","Thigh",390,32,6,2.25,12,2,1,13
"KFC","Whole Wing",180,15,2.5,1.125,5,1,0,8
"KFC","EXTRA CRISPY  Chicken Breast",530,35,6,2.875,18,0,0,35
"KFC","EXTRA CRISPY  Chicken Drumstick",170,12,2,0.975,5,0,0,10
"KFC","EXTRA CRISPY  Chicken Thigh",330,23,4.5,1.75,9,0,0,22
"KFC","EXTRA CRISPY  Chicken Whole Wing",170,13,2,0.85,5,0,0,10
"KFC","KENTUCKY GRILLED CHICKEN Breast",210,7,2,1.775,0,0,0,38
"KFC","KENTUCKY GRILLED CHICKEN Drumstick",80,4,1,0.55,0,0,0,11
"KFC","KENTUCKY GRILLED CHICKEN Thigh",150,9,3,1.05,0,0,0,17
"KFC","KENTUCKY GRILLED CHICKEN Whole Wing",70,3,1,0.45,0,0,0,9
"KFC","SPICY CRISPY CHICKEN Breast",350,20,3.5,2.75,11,1,0,30
"KFC","SPICY CRISPY CHICKEN Drumstick",130,8,1.5,1.05,5,1,0,9
"KFC","SPICY CRISPY CHICKEN Thigh",270,20,3.5,1.8,10,1,0,13
"KFC","SPICY CRISPY CHICKEN Whole Wing",120,8,1.5,0.875,5,0,0,7
"KFC","EXTRA CRISPY  Tender (each)",260,14,2,1.525,15,0,0,19
"KFC","EXTRA CRISPY  Tender (each)",220,16,2.5,1.15,9,0,0,10
"KFC","KENTUCKY FRIED WINGS Buffalo",100,7,1.5,0.775,3,0,0,5
"KFC","KENTUCKY FRIED WINGS Honey BBQ",100,6,1,0.525,8,0,4,5
"KFC","KENTUCKY FRIED WINGS Nashville Hot",130,11,2,0.575,4,0,0,5
"KFC","KENTUCKY FRIED WINGS Unsauced",80,6,1,0.375,3,0,0,5
"KFC","POPCORN NUGGETS Kids",290,19,2.5,2.175,19,1,0,13
"KFC","POPCORN NUGGETS Large",620,39,5,4.55,39,2,0,27
"KFC","BBQ Baked Beans",190,1,0,1.625,34,7,15,11
"KFC","Biscuit",180,8,4.5,1.3,22,1,1,4
"KFC","Coleslaw",170,12,2,0.45,14,4,10,1
"KFC","Corn on the Cob",70,0.5,0,0,17,2,3,2
"KFC","Green Beans",25,0,0,0.75,5,3,1,1
"KFC","KFC® Cornbread Muffin",210,9,1.5,0.6,28,0,11,3
"KFC","Macaroni & Cheese",140,6,1.5,1.475,17,1,2,5
"KFC","Macaroni Salad",140,8,1,0.725,14,0,9,1
"KFC","Mashed Potatoes",110,3.5,0.5,0.825,17,1,0,2
"KFC","Mashed Potatoes With Gravy",130,4.5,1,1.3,20,1,0,3
"KFC","Potato Salad",340,28,4.5,0.725,19,2,3,2
"KFC","Secret Recipe Fries",320,15,2,2.75,41,3,0,5
"KFC","Sweet Kernel Corn",70,0.5,0,0,16,2,2,2
"KFC","BBQ Baked Beans (Family)",830,5,1,7.025,148,31,63,47
"KFC","Coleslaw (Family)",640,46,7,1.675,54,14,37,4
"KFC","Corn on the Cob (Family)",280,2,0,0.0375,67,8,11,9
"KFC","Green Beans (Family)",80,0,0,2.325,15,9,3,4
"KFC","Macaroni & Cheese (Family)",540,23,6,5.55,66,5,8,18
"KFC","Macaroni Salad (Family)",480,28,3.5,2.475,50,0,30,3
"KFC","Mashed Potatoes (Family)",460,15,3,3.525,72,6,0,9
"KFC","Mashed Potatoes With Gravy (Family)",590,21,5,6.475,88,6,1,12
"KFC","Potato Salad (Family)",1200,98,16,2.525,65,8,12,8
"KFC","Secret Recipe Fries (Family)",840,40,5,7.225,108,9,0,13
"KFC","Sweet Kernel Corn (Family)",280,2.5,0,0.025,67,7,8,10
"KFC","Chicken Littles",300,15,2.5,1.55,27,1,3,14
"KFC","Chicken Littles – Buffalo",310,17,2.5,1.975,27,1,3,14
"KFC","Chicken Littles – Honey BBQ",320,15,2.5,1.7,31,1,7,14
"KFC","Chicken Littles – Nashville Hot",340,19,3,1.7,27,1,3,14
"KFC","Classic Chicken Sandwich",650,35,4.5,3.15,49,1,6,34
"KFC","Crispy Colonel’s Sandwich",470,24,3.5,2.925,39,0,4,24
"KFC","Crispy Colonel’s Sandwich – Buffalo",500,27,4,3.75,39,0,4,24
"KFC","Crispy Colonel’s Sandwich – Honey BBQ",510,25,3.5,3.225,48,0,12,24
"KFC","Crispy Colonel’s Sandwich – Nashville Hot",540,32,4.5,3.225,40,0,5,24
"KFC","Crispy Twister®",630,34,7,3.15,53,4,3,28
"KFC","Honey BBQ Sandwich",350,3.5,0.5,3.375,55,2,22,24
"KFC","Spicy Chicken Sandwich",620,33,4,5.35,49,1,6,34
"KFC","Chicken Pot Pie",720,41,25,4.375,60,7,5,26
"KFC","KFC® Famous Bowl",740,35,6,5.875,81,6,2,26
"KFC","KFC® Famous Bowl – Snack Size",270,14,3.5,2.125,27,2,1,11
"KFC","Caesar Side Salad",40,2,1,0.225,2,1,1,3
"KFC","House Side Salad",15,0,0,0.025,3,2,2,1
"KFC","Heinz Buttermilk Dressing",160,17,2,0.55,1,0,1,0
"KFC","Hidden Valley The Original Ranch Fat Free Dressing",35,0,0,1.025,8,0,2,1
"KFC","KFC® Creamy Parmesan Caesar Dressing",260,26,5,1.35,4,0,2,2
"KFC","Marzetti Light Italian Dressing",15,0.5,0,1.275,2,0,1,0
"KFC","Parmesan Garlic Croutons",60,3,0,0.3375,8,0,0,2
"KFC","Apple Turnover",230,10,2.5,0.35,32,0,12,2
"KFC","Café Valley Chocolate Chip Cake (1 Slice)",300,15,3,0.65,39,1,27,4
"KFC","Café Valley Lemon Cake (1 Slice)",220,10,2,0.425,30,0,20,2
"KFC","Café Valley Mini Chocolate Chip Cake",300,12,2.5,0.475,49,1,35,3
"KFC","Café Valley Mini Lemon Cake",300,13,2.5,0.575,43,0,31,3
"KFC","Chocolate Chip Cookie",120,6,3,0.175,18,1,12,1
"KFC","Oreo Cookies and Crème Pie",270,13,8,0.525,35,1,24,3
"KFC","Reese’s Peanut Butter Pie",300,17,9,0.675,33,1,22,5
"KFC","BBQ – Dipping Sauce Cup",45,0,0,0.375,11,0,11,0
"KFC","Colonel’s Buttery Spread",35,4,1.5,0.0875,0,0,0,0
"KFC","Grape Jelly Packet",35,0,0,0.025,9,0,7,0
"KFC","Honey Mustard – Dipping Sauce Cup",110,9,1.5,0.3,6,0,6,0
"KFC","Honey Sauce Packet",30,0,0,0,8,0,5,0
"KFC","Ketchup",30,0,0,0.625,8,0,6,0
"KFC","KFC Sauce – Dipping Sauce Cup",90,8,1.5,0.425,5,0,5,0
"KFC","Lemon Juice Packet",5,0,0,0.05,1,0,0,0
"KFC","Ranch – Dipping Sauce Cup",130,14,2.5,0.6,2,0,1,0
"KFC","Strawberry Jam Packet",35,0,0,0,9,0,6,0
"KFC","Capri Sun® 100% Juice Fruit Punch",80,0,0,0.0625,21,0,20,0
"KFC","Chocolate Milk 1%",150,2.5,1.5,0.425,26,0,23,7
"KFC","Milk 1%",90,2,1.5,0.2625,10,0,10,7
"KFC","Musselman’s™ Applesauce",45,0,0,0,12,1,8,0
"KFC","7UP® (12 fl oz)",140,0,0,0.125,35,0,35,0
"KFC","7UP® (16 fl oz)",190,0,0,0.175,46,0,46,0
"KFC","7UP® (20 fl oz)",240,0,0,0.2125,58,0,58,0
"KFC","7UP® (30 fl oz)",350,0,0,0.3125,87,0,87,0
"KFC","Classic Lemonade (1/2 Gallon)",880,0,0,1.95,234,0,228,0
"KFC","Classic Lemonade (20 fl oz)",140,0,0,0.325,39,0,38,0
"KFC","Code Red Mountain Dew® (12 fl oz)",170,0,0,0.125,46,0,46,0
"KFC","Code Red Mountain Dew® (16 fl oz)",230,0,0,0.1625,62,0,62,0
"KFC","Code Red Mountain Dew® (20 fl oz)",290,0,0,0.2125,77,0,77,0
"KFC","Code Red Mountain Dew® (30 fl oz)",430,0,0,0.3125,116,0,115,0
"KFC","Diet Dr Pepper® (12 fl oz)",0,0,0,0.175,0,0,0,0
"KFC","Diet Dr Pepper® (16 fl oz)",0,0,0,0.2375,0,0,0,0
"KFC","Diet Dr Pepper® (20 fl oz)",0,0,0,0.3,0,0,0,0
"KFC","Diet Dr Pepper® (30 fl oz)",0,0,0,0.45,0,0,0,0
"KFC","Diet Mist Twst® (12 fl oz)",0,0,0,0.0875,0,0,0,0
"KFC","Diet Mist Twst® (16 fl oz)",0,0,0,0.125,0,0,0,0
"KFC","Diet Mist Twst® (20 fl oz)",0,0,0,0.15,0,0,0,0
"KFC","Diet Mist Twst® (30 fl oz)",5,0,0,0.2375,0,0,0,0
"KFC","Diet Mountain Dew® (12 fl oz)",0,0,0,0.1375,1,0,0,0
"KFC","Diet Mountain Dew® (16 fl oz)",5,0,0,0.1875,1,0,0,0
"KFC","Diet Mountain Dew® (20 fl oz)",10,0,0,0.225,1,0,1,0
"KFC","Diet Mountain Dew® (30 fl oz)",10,0,0,0.35,1,0,1,0
"KFC","Diet Pepsi® (12 fl oz)",0,0,0,0.1375,0,0,0,0
"KFC","Diet Pepsi® (16 fl oz)",0,0,0,0.1875,0,0,0,0
"KFC","Diet Pepsi® (20 fl oz)",0,0,0,0.2375,0,0,0,0
"KFC","Diet Pepsi® (30 fl oz)",0,0,0,0.35,0,0,0,0
"KFC","Diet Pepsi® Wild Cherry Pepsi® (12 fl oz)",0,0,0,0.0875,0,0,0,0
"KFC","Diet Pepsi® Wild Cherry Pepsi® (16 fl oz)",0,0,0,0.125,0,0,0,0
"KFC","Diet Pepsi® Wild Cherry Pepsi® (20 fl oz)",0,0,0,0.15,0,0,0,0
"KFC","Diet Pepsi® Wild Cherry Pepsi® (30 fl oz)",0,0,0,0.2375,0,0,0,0
"KFC","Dr Pepper® (12 fl oz)",140,0,0,0.1125,39,0,38,0
"KFC","Dr Pepper® (16 fl oz)",190,0,0,0.15,52,0,51,0
"KFC","Dr Pepper® (20 fl oz)",240,0,0,0.1875,65,0,64,0
"KFC","Dr Pepper® (30 fl oz)",360,0,0,0.275,98,0,96,0
"KFC","Lipton® Brisk® Lemon Tea (12 fl oz)",80,0,0,0.1,22,0,22,0
"KFC","Lipton® Brisk® Lemon Tea (16 fl oz)",110,0,0,0.1375,29,0,29,0
"KFC","Lipton® Brisk® Lemon Tea (20 fl oz)",140,0,0,0.175,36,0,36,0
"KFC","Lipton® Brisk® Lemon Tea (30 fl oz)",210,0,0,0.2625,55,0,54,0
"KFC","Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz)",0,0,0,0.2625,0,0,0,0
"KFC","Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz)",0,0,0,0.35,0,0,0,0
"KFC","Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz)",5,0,0,0.45,0,0,0,0
"KFC","Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz)",10,0,0,0.675,0,0,0,0
"KFC","Lipton® Brisk® Raspberry Tea (12 fl oz)",80,0,0,0.1125,20,0,20,0
"KFC","Lipton® Brisk® Raspberry Tea (16 fl oz)",100,0,0,0.1375,26,0,26,0
"KFC","Lipton® Brisk® Raspberry Tea (20 fl oz)",130,0,0,0.175,33,0,33,0
"KFC","Lipton® Brisk® Raspberry Tea (30 fl oz)",190,0,0,0.275,49,0,49,0
"KFC","Lipton® Brisk® Sweet Iced Tea (12 fl oz)",80,0,0,0.1125,22,0,21,0
"KFC","Lipton® Brisk® Sweet Iced Tea (16 fl oz)",110,0,0,0.1625,29,0,29,0
"KFC","Lipton® Brisk® Sweet Iced Tea (20 fl oz)",130,0,0,0.2,36,0,36,0
"KFC","Lipton® Brisk® Sweet Iced Tea (30 fl oz)",200,0,0,0.3,54,0,54,0
"KFC","Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz)",0,0,0,0.1125,0,0,0,0
"KFC","Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz)",0,0,0,0.15,0,0,0,0
"KFC","Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz)",0,0,0,0.1875,0,0,0,0
"KFC","Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz)",0,0,0,0.2875,0,0,0,0
"KFC","Manzanita Sol® (12 fl oz)",160,0,0,0.0875,42,0,42,0
"KFC","Manzanita Sol® (16 fl oz)",210,0,0,0.1125,57,0,57,0
"KFC","Manzanita Sol® (20 fl oz)",260,0,0,0.1375,71,0,71,0
"KFC","Manzanita Sol® (30 fl oz)",400,0,0,0.2,106,0,106,0
"KFC","Miranda® Strawberry (12 fl oz)",160,0,0,0.175,44,0,44,0
"KFC","Miranda® Strawberry (16 fl oz)",220,0,0,0.2375,58,0,58,0
"KFC","Miranda® Strawberry (20 fl oz)",270,0,0,0.3,73,0,73,0
"KFC","Miranda® Strawberry (30 fl oz)",410,0,0,0.45,109,0,109,0
"KFC","Mist Twst® (12 fl oz)",150,0,0,0.0875,41,0,41,0
"KFC","Mist Twst® (16 fl oz)",200,0,0,0.1125,54,0,54,0
"KFC","Mist Twst® (20 fl oz)",260,0,0,0.1375,68,0,68,0
"KFC","Mist Twst® (30 fl oz)",380,0,0,0.2,101,0,101,0
"KFC","MNT DEW Sweet Lightning (20 fl oz)",120,0,0,0.475,32,0,25,0
"KFC","Mountain Dew® (12 fl oz)",160,0,0,0.125,44,0,44,0
"KFC","Mountain Dew® (16 fl oz)",220,0,0,0.175,59,0,58,0
"KFC","Mountain Dew® (20 fl oz)",270,0,0,0.2125,73,0,73,0
"KFC","Mountain Dew® (30 fl oz)",410,0,0,0.3125,110,0,109,0
"KFC","Mug Root Beer® (12 fl oz)",140,0,0,0.1125,39,0,39,0
"KFC","Mug Root Beer® (16 fl oz)",190,0,0,0.15,52,0,52,0
"KFC","Mug Root Beer® (20 fl oz)",240,0,0,0.1875,65,0,65,0
"KFC","Mug Root Beer® (30 fl oz)",360,0,0,0.275,98,0,98,0
"KFC","Pepsi Zero Sugar® (12 fl oz)",0,0,0,0.0875,0,0,0,0
"KFC","Pepsi Zero Sugar® (16 fl oz)",0,0,0,0.125,0,0,0,0
"KFC","Pepsi Zero Sugar® (20 fl oz)",0,0,0,0.15,0,0,0,0
"KFC","Pepsi Zero Sugar® (30 fl oz)",0,0,0,0.2375,1,0,0,0
"KFC","Pepsi® (12 fl oz)",150,0,0,0.075,41,0,41,0
"KFC","Pepsi® (16 fl oz)",200,0,0,0.1125,55,0,55,0
"KFC","Pepsi® (20 fl oz)",250,0,0,0.1375,69,0,69,0
"KFC","Pepsi® (30 fl oz)",380,0,0,0.2,104,0,103,0
"KFC","Sobe Lifewater Yumberry Pomegranate (12 fl oz)",0,0,0,0.1125,0,0,0,0
"KFC","Sobe Lifewater Yumberry Pomegranate (16 fl oz)",0,0,0,0.1625,0,0,0,0
"KFC","Sobe Lifewater Yumberry Pomegranate (20 fl oz)",0,0,0,0.2,0,0,0,0
"KFC","Sobe Lifewater Yumberry Pomegranate (30 fl oz)",5,0,0,0.3,1,0,0,0
"KFC","Strawberry Lemonade (1/2 Gallon)",950,0,0,1.975,270,0,264,0
"KFC","Strawberry Lemonade (20 fl oz)",170,0,0,0.325,45,0,44,0
"KFC","Tropicana® Fruit Punch (12 fl oz)",170,0,0,0.0875,45,0,45,0
"KFC","Tropicana® Fruit Punch (16 fl oz)",230,0,0,0.1125,60,0,60,0
"KFC","Tropicana® Fruit Punch (20 fl oz)",280,0,0,0.15,75,0,75,0
"KFC","Tropicana® Fruit Punch (30 fl oz)",420,0,0,0.225,113,0,112,0
"KFC","Tropicana® Light Lemonade (12 fl oz)",5,0,0,0.35,0,0,0,0
"KFC","Tropicana® Light Lemonade (16 fl oz)",10,0,0,0.475,0,0,0,0
"KFC","Tropicana® Light Lemonade (20 fl oz)",10,0,0,0.6,0,0,0,0
"KFC","Tropicana® Light Lemonade (30 fl oz)",15,0,0,0.875,1,0,0,0
"KFC","Tropicana® Pink Lemonade (12 fl oz)",150,0,0,0.4,40,0,40,0
